owner,artist,plays,minutes,first_played,last_played,rank_in_owner,shared_by_both
Or,Ben E. King,14,27.8,2024-10-30,2026-04-01,360,False
Or,Idina Menzel & AURORA,14,2.0,2020-03-24,2021-08-10,361,False
Or,Juice WRLD,14,11.4,2018-10-05,2026-04-29,362,True
Or,Oxford Out of the Blue,14,28.4,2018-09-18,2026-05-11,363,False
Or,Smokey Robinson & The Miracles,14,28.4,2023-01-20,2026-03-04,364,False
Or,Static & Ben El & Pitbull,14,12.7,2020-01-20,2020-03-24,365,False
Or,The English Concert & Trevor Pinnock,14,58.4,2022-05-28,2022-07-20,366,False
Or,לירון לב,14,16.8,2023-05-24,2024-03-13,367,False
Or,עדן בן זקן & גלגלצ,14,26.5,2025-07-09,2026-05-22,368,False
Or,Alex Warren,13,34.8,2025-04-11,2026-05-20,369,True
Or,Alison Balsom & The Deutsche Kammerphilharmonie Bremen,13,34.3,2021-11-04,2025-01-16,370,False
Or,Bad Bunny,13,5.8,2018-11-04,2021-07-16,371,True
Or,Gal Adam,13,4.2,2018-12-19,2022-10-17,372,False
Or,London Philharmonic Orchestra & Eugen Jochum,13,45.4,2022-05-28,2022-07-20,373,False
Or,Maroon 5 & Julia Michaels,13,4.3,2018-09-30,2018-11-24,374,False
Or,Masked Wolf,13,2.9,2021-03-21,2021-07-16,375,True
Or,Quatuor Terpsycordes,13,25.6,2022-07-11,2022-07-28,376,False
Or,The Killers,13,10.2,2018-09-18,2026-04-30,377,True
Or,The Zombies,13,27.0,2023-01-20,2026-01-03,378,False
Or,Yam Refaeli,13,5.6,2018-09-24,2019-08-18,379,False
Or,מושיקו מור,13,6.0,2019-01-02,2021-02-18,380,False
Or,עדן בן זקן & Itay Galo,13,18.9,2021-05-28,2026-05-14,381,False
Or,עדן מאירי,13,14.6,2019-07-04,2021-02-18,382,False
Or,Amir Fay Guttman,12,8.6,2018-11-18,2022-02-25,383,False
Or,Bastille,12,14.8,2018-10-12,2026-04-29,384,False
Or,Cecilia Krull & Manel Santisteban,12,26.5,2018-11-18,2024-11-21,385,False
Or,Electric Light Orchestra,12,31.3,2021-04-23,2026-01-09,386,False
Or,"Kristen Bell, Agatha Lee Monn & Katie Lopez",12,16.9,2021-02-26,2022-10-31,387,False
Or,Nancy Sinatra,12,17.7,2023-04-08,2025-11-28,388,False
Or,Sam Smith & Ed Sheeran,12,16.5,2023-05-02,2023-10-26,389,False
Or,Sean Paul & David Guetta,12,4.7,2018-09-27,2019-10-15,390,False
Or,Shawn Mendes & Camila Cabello,12,9.5,2019-06-26,2019-08-04,391,False
Or,The Archies,12,21.7,2023-03-17,2026-04-01,392,False
Or,The Shangri-Las,12,11.3,2023-01-21,2025-10-06,393,False
Or,The Turtles,12,26.9,2023-01-21,2026-04-01,394,False
Or,"החבדניקים, התיאטרון הקאמרי & תזמורת המהפכה",12,28.6,2025-03-07,2026-05-19,395,False
Or,ערוץ הכיבוד,12,6.2,2021-12-14,2024-04-30,396,False
Or,פאר טסי,12,10.0,2022-10-26,2023-09-28,397,True
Or,צגאי בוי,12,12.6,2024-01-09,2024-02-23,398,False
Or,רד בנד & רמי קלינשטיין,12,14.2,2018-11-04,2026-05-22,399,False
Or,Charli xcx,11,17.2,2019-07-30,2026-05-22,400,True
Or,Dresdner Kreuzchor & Gothart Stier,11,56.1,2022-07-11,2025-03-01,401,False
Or,Emerson String Quartet,11,17.0,2022-05-28,2022-07-20,402,False
Or,Fleetwood Mac,11,2.8,2023-09-15,2026-01-09,403,False
Or,Labrinth,11,4.5,2018-11-11,2024-06-03,404,True
Or,Roddy Ricch,11,5.8,2020-01-20,2021-07-16,405,True
Or,SAYGRACE,11,8.6,2020-08-27,2020-11-06,406,False
Or,Shaboozey,11,29.8,2025-04-11,2026-05-10,407,False
Or,Tommy James & The Shondells,11,34.4,2023-01-20,2025-10-06,408,False
Or,Trio Zimmermann,11,16.6,2022-05-23,2022-05-23,409,False
Or,Troy,11,5.7,2018-10-12,2022-02-25,410,False
Or,דניאלה ספקטור,11,12.8,2020-10-23,2024-05-11,411,False
Or,הכוכב הבא & ליאת אליהו,11,11.7,2019-01-23,2019-03-01,412,False
Or,שלומי שבן,11,5.3,2023-04-13,2024-05-11,413,False
Or,שלמה ארצי,11,6.6,2023-12-04,2023-12-04,414,False
Or,Backstreet Boys,10,2.4,2024-05-05,2024-05-05,415,False
Or,Giovanni Antonini & Kammerorchester Basel,10,18.5,2022-07-18,2022-08-11,416,False
Or,Glass Animals,10,9.6,2022-01-02,2022-02-26,417,True
Or,Gothart Stier & Dresdner Kreuzchor,10,25.2,2022-07-11,2025-03-01,418,False
Or,Lola Young,10,34.0,2025-03-13,2026-04-11,419,False
Or,Mahmood,10,12.9,2019-05-30,2019-09-12,420,False
Or,Martha Reeves & The Vandellas,10,22.7,2023-01-21,2025-10-06,421,False
Or,Tiësto & Dzeko,10,6.3,2018-10-05,2019-06-11,422,False
Or,ג'יין בורדו & ישראל גוריון,10,6.8,2019-04-03,2019-07-14,423,False
Or,"Alastair Miles, Arnold Schoenberg Choir, Barbara Bonney, Concentus Musicus Wien, Elisabeth von Magnus & Herbert Lippert",9,33.2,2021-11-04,2025-01-16,424,False
Or,Ariana Grande & Justin Bieber,9,21.8,2020-08-08,2026-05-20,425,False
Or,Ava Max,9,7.3,2019-02-07,2026-04-28,426,True
Or,"Blood, Sweat & Tears",9,28.7,2025-10-06,2026-05-08,427,False
Or,Eliana Tidhar,9,4.5,2019-02-05,2022-02-25,428,False
Or,"Eric Le Sage, Gävle Symfoniorkester & François Leleux",9,40.0,2022-07-12,2022-08-09,429,False
Or,James Bay,9,12.6,2018-09-24,2018-10-30,430,False
Or,"Johannes Hinterholzer, Il Pomo d'Oro & Riccardo Minasi",9,16.5,2021-11-04,2025-01-16,431,False
Or,Kristen Bell & Santino Fontana,9,10.3,2021-08-10,2022-10-01,432,False
Or,Martin Garrix,9,11.1,2018-09-28,2023-09-05,433,True
Or,Nathan Goshen & עדן בן זקן,9,12.5,2020-11-12,2025-11-20,434,False
Or,Nicky Jam & J Balvin,9,0.7,2018-09-29,2020-03-31,435,False
Or,Static & Ben El & Netta,9,6.4,2021-07-16,2022-01-03,436,False
Or,The Cast of High School Musical & Vanessa Hudgens,9,1.9,2018-10-13,2022-02-25,437,False
Or,הילי ילון,9,16.3,2018-11-23,2019-12-12,438,False
Or,הכוכב הבא & אברהם דה קרבליו,9,7.0,2019-01-28,2022-06-09,439,False
Or,"Alastair Miles, Arnold Schoenberg Choir, Concentus Musicus Wien, Deon Van der Walt, Elisabeth von Magnus, Erwin Ortner, Luba Orgonasova & Nikolaus Harnoncourt",8,29.4,2024-02-29,2025-01-16,440,False
Or,Chun-Chieh Yen,8,8.4,2022-05-23,2022-05-23,441,False
Or,Morgan Wallen,8,12.4,2025-04-11,2025-04-11,442,True
Or,Natasha Bedingfield,8,15.7,2026-03-21,2026-05-15,443,True
Or,Orchestre de Paris & Daniel Barenboim,8,22.2,2019-03-15,2019-03-15,444,False
Or,Seafret,8,17.4,2018-11-04,2021-12-07,445,False
Or,Teodor Currentzis & MusicAeterna,8,13.1,2023-03-20,2023-03-20,446,False
Or,The Crystals,8,16.6,2023-02-04,2025-10-06,447,False
Or,The Marvelettes,8,13.2,2025-05-16,2026-04-01,448,False
Or,The Righteous Brothers,8,16.9,2023-01-21,2025-10-06,449,False
Or,The Young Rascals,8,14.2,2023-02-04,2026-01-03,450,False
Or,The Youngbloods,8,19.6,2023-01-21,2025-10-06,451,False
Or,Tommy Roe,8,15.3,2023-09-10,2026-01-03,452,False
Or,Trio Gaspard,8,30.2,2022-07-18,2022-08-09,453,False
Or,US5,8,2.5,2018-10-13,2022-02-25,454,False
Or,הכוכב הבא & דניאל מזוז,8,5.6,2019-01-28,2022-09-22,455,False
Or,הכוכב הבא & מאיה בוסקילה,8,12.9,2019-01-16,2026-04-29,456,False
Or,שם טוב האבי & תמיר בר,8,11.6,2020-08-07,2024-02-20,457,False
Or,Alban Berg Quartett,7,25.2,2020-10-23,2025-01-16,458,False
Or,Avicii,7,7.6,2019-04-28,2026-05-06,459,True
Or,Blanche,7,1.0,2022-10-15,2022-10-15,460,False
Or,Chris Brown,7,10.5,2019-05-22,2022-09-22,461,True
Or,Dudu Faruk,7,6.5,2018-10-05,2024-02-15,462,True
Or,Farruko,7,15.9,2022-01-02,2022-02-26,463,False
Or,"Frieder Bernius, Martyn Hill, Matthias Holle, Inga Nielsen, Gabriele Schreckenbach, Württemberg Chamber Orchestra Heilbronn & Kammerchor Stuttgart",7,19.3,2020-10-23,2025-01-16,464,False
Or,Idan Raichel & ברי סחרוף,7,3.8,2018-10-05,2022-04-25,465,False
Or,John Denver,7,10.7,2024-05-05,2026-01-09,466,False
Or,José González,7,3.4,2019-03-28,2019-03-28,467,False
Or,Lee B.,7,2.4,2019-02-05,2019-02-05,468,False
Or,Little Eva,7,14.0,2025-10-06,2026-01-24,469,False
Or,P!nk,7,10.1,2023-03-27,2026-05-04,470,True
Or,Pendulum,7,11.5,2020-06-10,2020-10-07,471,True
Or,Run The World & Jam Jr.,7,5.9,2021-11-02,2023-05-05,472,False
Or,Rundfunk-Sinfonieorchester Berlin & Ferenc Fricsay,7,19.3,2022-05-28,2022-07-20,473,False
Or,Static & Ben El & Black Eyed Peas,7,2.7,2020-11-08,2020-11-08,474,False
Or,The Left Banke,7,9.7,2023-01-20,2025-10-06,475,False
Or,Tom Jones,7,4.6,2023-01-20,2025-08-27,476,False
Or,Tyga,7,10.7,2019-11-11,2020-05-16,477,True
Or,התקווה 6 & מוש בן ארי,7,8.1,2019-06-26,2020-03-06,478,False
Or,וייב איש,7,10.6,2023-03-22,2024-02-20,479,False
Or,עברי לידר & מוקי,7,1.6,2019-01-27,2019-06-26,480,False
Or,"Angelica Morales, Felix Weingartner, Ricardo Odnoposoff, Stefan Auber & Wiener Philharmoniker",6,17.5,2022-07-11,2022-07-11,481,False
Or,B.J. Thomas,6,12.7,2025-10-06,2026-05-08,482,False
Or,"Berlin Radio Orchestra, Helmut Koch & Großer Chor des Berliner Rundfunks",6,26.6,2022-07-11,2024-12-25,483,False
Or,Calvin Harris,6,10.3,2025-04-18,2025-09-09,484,True
Or,Cat Stevens,6,7.1,2025-05-16,2026-01-09,485,False
Or,Chubby Checker,6,13.3,2025-05-16,2026-04-01,486,False
Or,"Concentus Musicus Wien, Nikolaus Harnoncourt & Franz Joseph Haydn",6,14.1,2020-10-23,2025-01-16,487,False
Or,DJ Khaled,6,3.5,2018-10-05,2021-07-16,488,True
Or,David Golub & Padova Chamber Orchestra,6,20.4,2022-07-11,2022-07-28,489,False
Or,"David Guetta, Bebe Rexha & J Balvin",6,2.1,2019-02-07,2024-10-13,490,False
Or,De Dannan,6,14.2,2025-10-31,2026-05-08,491,False
Or,Del Shannon,6,12.0,2024-12-27,2026-04-06,492,False
Or,Herman's Hermits,6,10.2,2023-03-17,2025-10-06,493,False
Or,Israel Kamakawiwo'ole,6,1.8,2023-01-27,2023-01-27,494,False
Or,JAŸ-Z,6,2.5,2021-09-20,2021-09-20,495,False
Or,Jackie DeShannon,6,3.2,2024-05-05,2024-06-03,496,False
Or,Jordan Mackampa,6,14.5,2021-09-25,2021-09-25,497,False
Or,Looking Glass,6,2.5,2025-02-16,2026-05-08,498,False
Or,Marilyn Maye,6,2.0,2024-06-03,2024-12-16,499,False
Or,"Michael Collins, Mikhail Pletnev & Russian National Orchestra",6,21.8,2020-03-11,2025-03-01,500,False
Or,"Mikhail Pletnev, Russian National Orchestra & Michael Collins",6,16.4,2024-12-25,2025-03-01,501,False
Or,Peter Gabriel,6,6.4,2019-08-04,2019-08-04,502,False
Or,"Ronald Brautigam, Die Kölner Akademie & Michael Alexander Willens",6,36.6,2022-07-18,2022-08-09,503,False
Or,SZA,6,6.9,2020-05-16,2026-03-26,504,False
Or,Sam Cooke,6,12.2,2023-01-20,2025-10-06,505,False
Or,Scott McKenzie,6,7.9,2023-04-08,2025-10-31,506,False
Or,Selena Gomez,6,9.4,2019-11-22,2025-06-29,507,True
Or,Tom Zanetti,6,10.0,2020-05-07,2020-07-05,508,False
Or,XXXTENTACION & Lil Pump,6,6.0,2018-11-04,2018-12-05,509,False
Or,Xpansions,6,10.2,2019-02-18,2020-07-26,510,False
Or,Zac Efron & Vanessa Hudgens,6,2.4,2018-10-13,2022-02-25,511,False
Or,Zefira Valova & Il Pomo d'Oro,6,11.4,2022-05-23,2022-07-18,512,False
Or,ביטניק,6,1.6,2018-11-25,2018-11-25,513,False
Or,דודי בוזגלו,6,3.2,2018-10-05,2019-02-07,514,False
Or,הכוכב הבא & אופק אדנק,6,3.5,2019-01-16,2019-07-18,515,False
Or,"הכוכב הבא, אלה לי & Orr Amrami Brockman",6,9.9,2020-01-25,2020-02-23,516,False
Or,'נדב גדג & הראל סקעת,5,4.8,2019-09-27,2019-11-01,517,False
Or,ABBA,5,8.9,2022-06-02,2026-04-06,518,True
Or,Amadeus Quartet,5,17.8,2022-05-28,2022-07-20,519,False
Or,Chamber Orchestra of Europe & Claudio Abbado,5,16.2,2022-05-28,2022-05-31,520,False
Or,Charlie Puth,5,1.5,2018-11-05,2025-07-17,521,True
Or,Depeche Mode,5,3.0,2018-11-02,2018-11-02,522,True
Or,Dresdner Kreuzchor & Rudolf Mauersberger,5,17.2,2022-07-11,2024-12-25,523,False
Or,Eliana Tidhar & דניאל גד,5,1.5,2019-02-05,2019-02-05,524,False
Or,Howard Shelley & Orchestra of Opera North,5,9.1,2022-07-11,2022-07-11,525,False
Or,"Jack Ü, Skrillex & Diplo",5,2.2,2018-11-11,2018-11-11,526,False
Or,Joe Stone,5,6.2,2020-06-10,2020-07-05,527,False
Or,Judy Collins,5,4.8,2022-05-04,2026-01-09,528,False
Or,Kanye West & Lil Pump,5,1.8,2018-09-16,2018-11-04,529,False
Or,Kendrick Lamar,5,4.9,2025-04-11,2025-11-14,530,True
Or,Luca Rasca,5,12.1,2022-08-09,2022-08-11,531,False
Or,Mischa Maisky & Chamber Orchestra of Europe,5,15.9,2022-05-28,2022-06-06,532,False
Or,"Mstislav Rostropovich, Emil Gilels & Leonid Kogan",5,18.3,2022-05-28,2022-06-06,533,False
Or,Nancy Sinatra & Lee Hazlewood,5,11.5,2023-01-20,2025-08-27,534,False
Or,Petula Clark,5,13.6,2025-10-06,2026-05-08,535,False
Or,RAYE,5,14.4,2025-12-24,2026-05-22,536,True
Or,SAINt JHN,5,2.5,2020-03-24,2020-08-08,537,False
Or,"Samuel Mariño, La Cetra Barockorchester Basel & Andrea Marcon",5,8.0,2022-05-23,2022-07-18,538,False
Or,Seals & Crofts,5,7.9,2025-03-28,2026-03-14,539,False
Or,Sir Simon Rattle & City of Birmingham Symphony Orchestra,5,18.1,2021-11-06,2024-03-25,540,False
Or,The Association,5,7.4,2023-01-20,2025-11-28,541,False
Or,The First Edition,5,9.6,2023-01-21,2025-10-06,542,False
Or,The Paz Band,5,2.9,2018-11-24,2018-11-25,543,False
Or,Wilson Pickett,5,6.3,2023-03-24,2025-08-27,544,False
Or,Zlata Chochieva,5,7.3,2022-05-23,2022-08-09,545,False
Or,"benny blanco, Halsey & Khalid",5,2.4,2018-10-05,2019-02-07,546,False
Or,אדיר גץ,5,5.4,2020-08-08,2022-10-26,547,False
Or,אושר כהן & Nadav Navi Aharoni,5,1.6,2021-05-28,2022-11-30,548,False
Or,אלון אולארצ'יק,5,1.9,2018-11-24,2018-11-25,549,False
Or,דולי ופן & עדן חסון,5,4.4,2023-09-28,2024-05-31,550,False
Or,מאיר בנאי,5,2.2,2018-11-04,2019-09-17,551,False
Or,מועדון הקצב של אביהו פנחסוב,5,2.9,2020-01-15,2020-01-15,552,False
Or,מוקי & יוסלס איי.די.,5,3.4,2019-01-27,2019-04-23,553,False
Or,מירי מסיקה,5,5.4,2019-02-17,2019-06-20,554,False
Or,עומר אדם & אמיר דדון,5,6.2,2022-10-17,2022-10-26,555,False
Or,רוני דואני,5,10.9,2023-03-24,2023-09-23,556,False
Or,99 Souls,4,4.1,2020-06-15,2020-07-04,557,False
Or,A Great Big World & Christina Aguilera,4,5.7,2021-05-26,2024-03-13,558,False
Or,Action Bronson,4,1.4,2020-05-16,2020-05-16,559,False
Or,Alfred Brendel,4,13.4,2022-07-11,2022-07-28,560,False
Or,Alok & Dynoro,4,1.1,2020-06-21,2020-07-04,561,False
Or,Aminé,4,2.9,2020-05-16,2020-05-17,562,False
Or,"Anna Zhitnukhina, Hayley Bullock & Dmitrij Gornowskij",4,12.0,2022-07-18,2022-08-09,563,False
Or,Arabella Quartet,4,14.2,2022-05-23,2022-07-18,564,False
Or,Arizona Zervas,4,2.7,2019-11-22,2026-04-06,565,False
Or,Bee Gees,4,8.1,2025-09-26,2026-03-29,566,False
Or,"Berlin Radio Choir, Heinz Rögner & Rundfunk-Sinfonieorchester Berlin",4,31.9,2022-07-11,2025-03-01,567,False
Or,City of Birmingham Symphony Orchestra & Sir Simon Rattle,4,28.7,2020-10-23,2025-01-16,568,False
Or,Creedence Clearwater Revival,4,3.8,2024-05-25,2026-04-06,569,False
Or,Daryl Hall & John Oates,4,1.4,2025-03-06,2026-01-16,570,False
Or,David Bowie,4,11.3,2020-09-11,2026-01-09,571,False
Or,Dominic Fike,4,3.0,2025-08-06,2025-08-06,572,True
Or,Fifth Harmony,4,3.6,2026-04-28,2026-04-29,573,True
Or,Florence + the Machine,4,5.3,2020-01-28,2025-06-29,574,False
Or,Future,4,4.0,2020-02-24,2025-04-11,575,False
Or,Gilbert O'Sullivan,4,1.6,2019-07-14,2019-07-14,576,False
Or,J. Cole,4,2.2,2019-02-07,2021-06-04,577,False
Or,Jackie Wilson,4,9.8,2023-06-24,2025-10-06,578,False
Or,John Legend,4,8.9,2025-03-16,2026-04-29,579,False
Or,Julia Michaels,4,2.2,2022-05-04,2022-05-04,580,True
Or,"János Starker, Gerard Schwarz & Scottish Chamber Orchestra",4,21.8,2022-07-11,2022-07-28,581,False
Or,Leonard Cohen,4,5.1,2023-02-04,2024-10-30,582,False
Or,Mariah Carey,4,1.1,2018-11-18,2026-04-30,583,False
Or,Nikolaus Harnoncourt & Concentus Musicus Wien,4,24.2,2023-03-20,2023-03-20,584,False
Or,Oberlin Trio,4,19.2,2022-07-18,2022-08-09,585,False
Or,Peter McPoland,4,2.2,2024-10-19,2024-10-19,586,False
Or,Pop Smoke,4,2.5,2020-08-08,2021-02-18,587,True
Or,Regard & RAYE,4,10.6,2020-07-02,2023-08-25,588,False
Or,"Simon Standage, Trevor Pinnock & The English Concert",4,23.4,2022-05-28,2022-07-20,589,False
Or,The Angels,4,5.9,2023-04-08,2025-10-06,590,False
Or,The Cast of High School Musical & Zac Efron,4,1.1,2018-10-13,2022-02-25,591,False
Or,"The Cast of High School Musical, Ashley Tisdale & Lucas Grabeel",4,2.0,2018-10-13,2022-02-25,592,False
Or,The Temper Trap,4,4.0,2025-02-02,2025-02-02,593,False
Or,XXXTENTACION,4,5.3,2018-09-16,2022-10-17,594,True
Or,Yuval Ben Ari,4,2.0,2019-04-18,2019-04-26,595,False
Or,"Zac Efron, Vanessa Hudgens, Lucas Grabeel, Corbin Bleu, Ashley Tisdale & Monique Coleman",4,4.7,2018-10-13,2022-02-25,596,False
Or,אביתר בנאי & תמיר מוסקט,4,2.5,2019-06-26,2019-09-03,597,False
Or,אייל גולן & Offer Nissim,4,2.5,2019-02-07,2019-02-17,598,False
Or,איילו,4,10.8,2024-01-09,2024-05-07,599,False
Or,אמיר דדון & שולי רנד,4,3.6,2019-09-24,2019-09-24,600,False
Or,הכוכב הבא & כיתריה,4,2.7,2019-01-28,2023-07-05,601,False
Or,כרקוקלי,4,5.3,2022-10-15,2023-04-18,602,False
Or,מאיה דדון,4,0.9,2022-04-25,2022-10-26,603,False
Or,משינה,4,10.7,2022-07-17,2024-05-12,604,False
Or,משתתפי פסטיגל Freestyle,4,1.4,2018-12-19,2018-12-19,605,False
Or,עקיבא,4,3.8,2020-06-27,2020-08-08,606,False
Or,2CELLOS,3,0.7,2024-05-05,2024-06-03,607,False
Or,6LACK,3,5.6,2018-09-16,2018-09-16,608,False
Or,Amit Sagie,3,3.2,2019-07-18,2019-07-18,609,False
Or,Anna Kendrick,3,4.2,2026-04-29,2026-04-30,610,False
Or,Art Garfunkel,3,1.9,2019-02-06,2019-02-06,611,False
Or,Berliner Philharmoniker & Herbert von Karajan,3,16.4,2022-05-28,2022-07-11,612,False
Or,"Billy Eichner, Seth Rogen, JD McCrary & Donald Glover",3,3.6,2019-07-19,2020-06-07,613,False
Or,Billy Joel,3,11.2,2026-01-09,2026-05-08,614,False
Or,"Booker Little, George Coleman, Charles Crosby, Louis Smith, Phineas Newborn Jr., George Joyner, Calvin Newborn & Frank Strozier",3,10.8,2020-07-01,2020-07-01,615,False
Or,Britney Spears,3,3.8,2022-09-22,2026-04-30,616,True
Or,CLiQ,3,2.7,2020-06-15,2020-07-05,617,False
Or,Carole King,3,0.8,2026-01-09,2026-01-09,618,False
Or,Cast of High School Musical: The Musical: The Series,3,0.9,2022-02-25,2022-02-25,619,False
Or,Chick Corea,3,2.2,2021-01-20,2021-01-20,620,False
Or,Christian Sands,3,3.0,2018-10-29,2018-10-29,621,False
Or,Connie Francis,3,7.8,2024-06-16,2024-09-17,622,False
Or,DJ Snake & J Balvin,3,4.1,2019-08-18,2024-06-30,623,False
Or,DaBaby,3,1.4,2020-07-04,2021-07-16,624,False
Or,Daniel Caesar,3,2.1,2023-04-24,2023-04-30,625,False
Or,"David Thomas, Sir Simon Rattle & City of Birmingham Symphony Orchestra",3,7.5,2021-11-04,2024-02-29,626,False
Or,Disney Characters,3,1.2,2019-01-27,2019-01-27,627,False
Or,Dobie Gray,3,1.1,2023-09-15,2026-01-09,628,False
Or,Donna Summer,3,5.1,2026-01-09,2026-01-25,629,False
Or,Dresdner Kreuzchor & Roderich Kreile,3,7.7,2022-07-11,2025-03-01,630,False
Or,Eliana Tidhar & עומר דרור,3,1.1,2019-02-05,2019-02-05,631,False
Or,Evgeny Grinko,3,2.0,2018-11-02,2018-11-02,632,False
Or,François Leleux & Camerata Salzburg,3,7.2,2023-03-20,2023-03-20,633,False
Or,Freya Ridings,3,1.5,2018-11-11,2018-11-11,634,False
Or,Galantis & Throttle,3,3.0,2020-07-05,2020-07-15,635,False
Or,Galt MacDermot,3,0.8,2021-11-02,2021-11-02,636,False
Or,Gary U.S. Bonds,3,5.8,2024-06-16,2024-09-17,637,False
Or,"Geoff Hoyle, Samuel E. Wright & Scott Irby-Ranniar",3,1.3,2019-01-27,2019-01-27,638,False
Or,George Li,3,9.3,2024-02-29,2025-01-16,639,False
Or,"Giuliano Carmignola, Orchestre des Champs-Elysées & Alessandro Moccia",3,19.5,2022-07-11,2022-07-28,640,False
Or,Hank Ballard,3,6.7,2024-06-16,2024-09-17,641,False
Or,Helen Reddy,3,1.0,2026-01-09,2026-01-09,642,False
Or,Huxley,3,2.8,2020-06-21,2020-06-21,643,False
Or,"Il Complesso Barocco, Alan Curtis & Joyce DiDonato",3,4.4,2021-11-04,2025-01-16,644,False
Or,Isaac Stern & Daniel Barenboim,3,22.2,2022-07-11,2022-08-07,645,False
Or,J Balvin & Willy William,3,4.7,2018-11-11,2026-04-28,646,False
Or,Jacob Banks & Louis The Child,3,1.5,2018-11-11,2018-11-11,647,False
Or,James Brown,3,4.5,2025-09-26,2025-09-26,648,False
Or,Jean-Efflam Bavouzet,3,14.5,2022-08-09,2022-08-09,649,False
Or,Jonathan Groff,3,1.9,2021-08-10,2021-10-18,650,False
Or,Jubël,3,0.2,2022-10-15,2022-10-17,651,False
Or,Junior Jack,3,14.6,2020-06-10,2020-06-28,652,False
Or,Kacey Musgraves,3,2.7,2025-02-02,2026-04-21,653,False
Or,"Karl Böhm, Wiener Symphoniker, Gundula Janowitz, Peter Schreier, Wiener Singverein, Martti Talvela & Helmuth Froschauer",3,6.7,2022-05-28,2022-07-20,654,False
Or,King Gnu,3,0.2,2022-01-02,2022-01-02,655,False
Or,Kygo & Selena Gomez,3,3.3,2018-09-28,2023-03-07,656,False
Or,Lauv,3,1.7,2026-04-28,2026-04-29,657,True
Or,Lil Dicky,3,2.2,2019-05-11,2019-05-11,658,True
Or,Lil Nas X & Jack Harlow,3,1.1,2021-08-20,2022-01-03,659,False
Or,Lil Wayne,3,1.1,2018-10-05,2018-10-05,660,False
Or,Little Mix,3,1.9,2018-11-18,2020-09-02,661,True
Or,Lizzo,3,0.6,2022-10-17,2026-04-29,662,True
Or,Logic,3,1.5,2019-05-11,2019-05-11,663,True
Or,Loud Luxury & brando,3,0.6,2020-05-16,2020-07-04,664,False
Or,M-22,3,2.9,2020-05-07,2020-06-28,665,False
Or,Maluma,3,4.1,2019-05-30,2019-08-18,666,False
Or,Marianne Faithfull,3,0.8,2025-11-28,2025-11-28,667,False
Or,Marvin Gaye & Tammi Terrell,3,2.8,2024-12-27,2025-10-06,668,False
Or,Nutsa,3,2.2,2025-03-25,2025-03-25,669,False
Or,Oliver Heldens & Becky Hill,3,5.5,2020-06-10,2020-06-10,670,False
Or,Orchestra of the Age of Enlightenment & Sigiswald Kuijken,3,23.7,2021-11-06,2025-01-16,671,False
Or,PS1,3,1.3,2020-07-04,2020-07-04,672,False
Or,PSY,3,3.9,2023-08-28,2023-08-28,673,False
Or,Pitbull,3,1.9,2024-11-20,2026-04-29,674,True
Or,Rauw Alejandro,3,2.9,2021-06-04,2021-07-16,675,False
Or,"Rosario Dawson, Taye Diggs, Idina Menzel, Jesse L. Martin, Adam Pascal, Tracie Thoms, Anthony Rapp & Wilson Jermaine Heredia",3,0.3,2020-10-23,2020-10-23,676,False
Or,Sam Robs & Kelvin Wood,3,0.3,2020-06-28,2020-07-05,677,False
Or,Sharpay & Lucas Grabeel,3,1.6,2018-10-13,2018-10-13,678,False
Or,Siedah Garrett,3,5.0,2022-06-13,2022-07-17,679,False
